tournament_id,tournament_name,year,tournament_gender,original_team_id,original_team_name,original_team_code,team_id,team_name,team_code,confederation_code,matches_played,wins,goals_scored,goals_conceded,goals_scored_per_match,goals_conceded_per_match,result_position,performance,finish_position_estimate,title,final_appearance,semi_final_appearance
WC-2022,2022 FIFA Men's World Cup,2022,men,T-38,Iran,IRN,T-38,Iran,IRN,AFC,3,1,4,7,1.333,2.333,,group stage,24,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-44,Japan,JPN,T-44,Japan,JPN,AFC,4,2,5,4,1.25,1,,round of 16,16,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-46,Mexico,MEX,T-46,Mexico,MEX,CONCACAF,3,1,2,3,0.667,1,,group stage,24,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-47,Morocco,MAR,T-47,Morocco,MAR,CAF,7,3,6,5,0.857,0.714,4,third-place match,4,0,0,1
WC-2022,2022 FIFA Men's World Cup,2022,men,T-48,Netherlands,NLD,T-48,Netherlands,NLD,UEFA,5,3,10,4,2,0.8,,quarter-finals,8,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-57,Poland,POL,T-57,Poland,POL,UEFA,4,1,3,5,0.75,1.25,,round of 16,16,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-58,Portugal,PRT,T-58,Portugal,PRT,UEFA,5,3,12,6,2.4,1.2,,quarter-finals,8,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-59,Qatar,QAT,T-59,Qatar,QAT,AFC,3,0,1,7,0.333,2.333,,group stage,24,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-63,Saudi Arabia,SAU,T-63,Saudi Arabia,SAU,AFC,3,1,3,5,1,1.667,,group stage,24,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-65,Senegal,SEN,T-65,Senegal,SEN,CAF,4,2,5,7,1.25,1.75,,round of 16,16,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-66,Serbia,SRB,T-66,Serbia,SRB,UEFA,3,0,5,8,1.667,2.667,,group stage,24,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-71,South Korea,KOR,T-71,South Korea,KOR,AFC,4,1,5,8,1.25,2,,round of 16,16,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-73,Spain,ESP,T-73,Spain,ESP,UEFA,4,1,9,3,2.25,0.75,,round of 16,16,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-75,Switzerland,CHE,T-75,Switzerland,CHE,UEFA,4,2,5,9,1.25,2.25,,round of 16,16,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-79,Tunisia,TUN,T-79,Tunisia,TUN,CAF,3,1,1,1,0.333,0.333,,group stage,24,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-83,United States,USA,T-83,United States,USA,CONCACAF,4,1,3,4,0.75,1,,round of 16,16,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-84,Uruguay,URY,T-84,Uruguay,URY,CONMEBOL,3,1,2,2,0.667,0.667,,group stage,24,0,0,0
WC-2022,2022 FIFA Men's World Cup,2022,men,T-85,Wales,WAL,T-85,Wales,WAL,UEFA,3,0,1,6,0.333,2,,group stage,24,0,0,0
