match_id,tournament_id,tournament_name,tournament_gender,match_date,stage_name,home_team_id,home_team_name,away_team_id,away_team_name,home_team_score,away_team_score,extra_time,penalty_shootout,result
M-2011-23,WC-2011,2011 FIFA Women's World Cup,women,2011-07-06,group stage,T-51,North Korea,T-16,Colombia,0,0,0,0,draw
M-2011-24,WC-2011,2011 FIFA Women's World Cup,women,2011-07-06,group stage,T-74,Sweden,T-83,United States,2,1,0,0,home team win
M-2011-25,WC-2011,2011 FIFA Women's World Cup,women,2011-07-09,quarter-final,T-28,England,T-30,France,1,1,1,1,away team win
M-2011-26,WC-2011,2011 FIFA Women's World Cup,women,2011-07-09,quarter-final,T-31,Germany,T-44,Japan,0,1,1,0,away team win
M-2011-27,WC-2011,2011 FIFA Women's World Cup,women,2011-07-10,quarter-final,T-74,Sweden,T-04,Australia,3,1,0,0,home team win
M-2011-28,WC-2011,2011 FIFA Women's World Cup,women,2011-07-10,quarter-final,T-09,Brazil,T-83,United States,2,2,1,1,away team win
M-2011-29,WC-2011,2011 FIFA Women's World Cup,women,2011-07-13,semi-final,T-30,France,T-83,United States,1,3,0,0,away team win
M-2011-30,WC-2011,2011 FIFA Women's World Cup,women,2011-07-13,semi-final,T-44,Japan,T-74,Sweden,3,1,0,0,home team win
M-2011-31,WC-2011,2011 FIFA Women's World Cup,women,2011-07-16,third-place match,T-74,Sweden,T-30,France,2,1,0,0,home team win
M-2011-32,WC-2011,2011 FIFA Women's World Cup,women,2011-07-17,final,T-44,Japan,T-83,United States,2,2,1,1,home team win
M-2014-01,WC-2014,2014 FIFA Men's World Cup,men,2014-06-12,group stage,T-09,Brazil,T-18,Croatia,3,1,0,0,home team win
M-2014-02,WC-2014,2014 FIFA Men's World Cup,men,2014-06-13,group stage,T-46,Mexico,T-11,Cameroon,1,0,0,0,home team win
M-2014-03,WC-2014,2014 FIFA Men's World Cup,men,2014-06-13,group stage,T-73,Spain,T-48,Netherlands,1,5,0,0,away team win
M-2014-04,WC-2014,2014 FIFA Men's World Cup,men,2014-06-13,group stage,T-13,Chile,T-04,Australia,3,1,0,0,home team win
M-2014-05,WC-2014,2014 FIFA Men's World Cup,men,2014-06-14,group stage,T-16,Colombia,T-33,Greece,3,0,0,0,home team win
M-2014-06,WC-2014,2014 FIFA Men's World Cup,men,2014-06-14,group stage,T-84,Uruguay,T-17,Costa Rica,1,3,0,0,away team win
M-2014-07,WC-2014,2014 FIFA Men's World Cup,men,2014-06-14,group stage,T-28,England,T-41,Italy,1,2,0,0,away team win
M-2014-08,WC-2014,2014 FIFA Men's World Cup,men,2014-06-14,group stage,T-42,Ivory Coast,T-44,Japan,2,1,0,0,home team win
M-2014-09,WC-2014,2014 FIFA Men's World Cup,men,2014-06-15,group stage,T-75,Switzerland,T-25,Ecuador,2,1,0,0,home team win
M-2014-10,WC-2014,2014 FIFA Men's World Cup,men,2014-06-15,group stage,T-30,France,T-35,Honduras,3,0,0,0,home team win
M-2014-11,WC-2014,2014 FIFA Men's World Cup,men,2014-06-15,group stage,T-03,Argentina,T-08,Bosnia and Herzegovina,2,1,0,0,home team win
M-2014-12,WC-2014,2014 FIFA Men's World Cup,men,2014-06-16,group stage,T-31,Germany,T-58,Portugal,4,0,0,0,home team win
M-2014-13,WC-2014,2014 FIFA Men's World Cup,men,2014-06-16,group stage,T-38,Iran,T-50,Nigeria,0,0,0,0,draw
M-2014-14,WC-2014,2014 FIFA Men's World Cup,men,2014-06-16,group stage,T-32,Ghana,T-83,United States,1,2,0,0,away team win
M-2014-15,WC-2014,2014 FIFA Men's World Cup,men,2014-06-17,group stage,T-06,Belgium,T-01,Algeria,2,1,0,0,home team win
M-2014-16,WC-2014,2014 FIFA Men's World Cup,men,2014-06-17,group stage,T-09,Brazil,T-46,Mexico,0,0,0,0,draw
M-2014-17,WC-2014,2014 FIFA Men's World Cup,men,2014-06-17,group stage,T-62,Russia,T-71,South Korea,1,1,0,0,draw
M-2014-18,WC-2014,2014 FIFA Men's World Cup,men,2014-06-18,group stage,T-04,Australia,T-48,Netherlands,2,3,0,0,away team win
M-2014-19,WC-2014,2014 FIFA Men's World Cup,men,2014-06-18,group stage,T-73,Spain,T-13,Chile,0,2,0,0,away team win
M-2014-20,WC-2014,2014 FIFA Men's World Cup,men,2014-06-18,group stage,T-11,Cameroon,T-18,Croatia,0,4,0,0,away team win
M-2014-21,WC-2014,2014 FIFA Men's World Cup,men,2014-06-19,group stage,T-16,Colombia,T-42,Ivory Coast,2,1,0,0,home team win
M-2014-22,WC-2014,2014 FIFA Men's World Cup,men,2014-06-19,group stage,T-84,Uruguay,T-28,England,2,1,0,0,home team win
M-2014-23,WC-2014,2014 FIFA Men's World Cup,men,2014-06-19,group stage,T-44,Japan,T-33,Greece,0,0,0,0,draw
M-2014-24,WC-2014,2014 FIFA Men's World Cup,men,2014-06-20,group stage,T-41,Italy,T-17,Costa Rica,0,1,0,0,away team win
M-2014-25,WC-2014,2014 FIFA Men's World Cup,men,2014-06-20,group stage,T-75,Switzerland,T-30,France,2,5,0,0,away team win
M-2014-26,WC-2014,2014 FIFA Men's World Cup,men,2014-06-20,group stage,T-35,Honduras,T-25,Ecuador,1,2,0,0,away team win
M-2014-27,WC-2014,2014 FIFA Men's World Cup,men,2014-06-21,group stage,T-03,Argentina,T-38,Iran,1,0,0,0,home team win
M-2014-28,WC-2014,2014 FIFA Men's World Cup,men,2014-06-21,group stage,T-31,Germany,T-32,Ghana,2,2,0,0,draw
M-2014-29,WC-2014,2014 FIFA Men's World Cup,men,2014-06-21,group stage,T-50,Nigeria,T-08,Bosnia and Herzegovina,1,0,0,0,home team win
M-2014-30,WC-2014,2014 FIFA Men's World Cup,men,2014-06-22,group stage,T-06,Belgium,T-62,Russia,1,0,0,0,home team win
M-2014-31,WC-2014,2014 FIFA Men's World Cup,men,2014-06-22,group stage,T-71,South Korea,T-01,Algeria,2,4,0,0,away team win
M-2014-32,WC-2014,2014 FIFA Men's World Cup,men,2014-06-22,group stage,T-83,United States,T-58,Portugal,2,2,0,0,draw
M-2014-33,WC-2014,2014 FIFA Men's World Cup,men,2014-06-23,group stage,T-04,Australia,T-73,Spain,0,3,0,0,away team win
M-2014-34,WC-2014,2014 FIFA Men's World Cup,men,2014-06-23,group stage,T-48,Netherlands,T-13,Chile,2,0,0,0,home team win
M-2014-35,WC-2014,2014 FIFA Men's World Cup,men,2014-06-23,group stage,T-11,Cameroon,T-09,Brazil,1,4,0,0,away team win
M-2014-36,WC-2014,2014 FIFA Men's World Cup,men,2014-06-23,group stage,T-18,Croatia,T-46,Mexico,1,3,0,0,away team win
M-2014-37,WC-2014,2014 FIFA Men's World Cup,men,2014-06-24,group stage,T-17,Costa Rica,T-28,England,0,0,0,0,draw
M-2014-38,WC-2014,2014 FIFA Men's World Cup,men,2014-06-24,group stage,T-41,Italy,T-84,Uruguay,0,1,0,0,away team win
M-2014-39,WC-2014,2014 FIFA Men's World Cup,men,2014-06-24,group stage,T-44,Japan,T-16,Colombia,1,4,0,0,away team win
M-2014-40,WC-2014,2014 FIFA Men's World Cup,men,2014-06-24,group stage,T-33,Greece,T-42,Ivory Coast,2,1,0,0,home team win
M-2014-41,WC-2014,2014 FIFA Men's World Cup,men,2014-06-25,group stage,T-08,Bosnia and Herzegovina,T-38,Iran,3,1,0,0,home team win
M-2014-42,WC-2014,2014 FIFA Men's World Cup,men,2014-06-25,group stage,T-50,Nigeria,T-03,Argentina,2,3,0,0,away team win
M-2014-43,WC-2014,2014 FIFA Men's World Cup,men,2014-06-25,group stage,T-35,Honduras,T-75,Switzerland,0,3,0,0,away team win
M-2014-44,WC-2014,2014 FIFA Men's World Cup,men,2014-06-25,group stage,T-25,Ecuador,T-30,France,0,0,0,0,draw
M-2014-45,WC-2014,2014 FIFA Men's World Cup,men,2014-06-26,group stage,T-58,Portugal,T-32,Ghana,2,1,0,0,home team win
M-2014-46,WC-2014,2014 FIFA Men's World Cup,men,2014-06-26,group stage,T-83,United States,T-31,Germany,0,1,0,0,away team win
M-2014-47,WC-2014,2014 FIFA Men's World Cup,men,2014-06-26,group stage,T-01,Algeria,T-62,Russia,1,1,0,0,draw
M-2014-48,WC-2014,2014 FIFA Men's World Cup,men,2014-06-26,group stage,T-71,South Korea,T-06,Belgium,0,1,0,0,away team win
M-2014-49,WC-2014,2014 FIFA Men's World Cup,men,2014-06-28,round of 16,T-09,Brazil,T-13,Chile,1,1,1,1,home team win
M-2014-50,WC-2014,2014 FIFA Men's World Cup,men,2014-06-28,round of 16,T-16,Colombia,T-84,Uruguay,2,0,0,0,home team win
M-2014-51,WC-2014,2014 FIFA Men's World Cup,men,2014-06-29,round of 16,T-48,Netherlands,T-46,Mexico,2,1,0,0,home team win
M-2014-52,WC-2014,2014 FIFA Men's World Cup,men,2014-06-29,round of 16,T-17,Costa Rica,T-33,Greece,1,1,1,1,home team win
M-2014-53,WC-2014,2014 FIFA Men's World Cup,men,2014-06-30,round of 16,T-30,France,T-50,Nigeria,2,0,0,0,home team win
M-2014-54,WC-2014,2014 FIFA Men's World Cup,men,2014-06-30,round of 16,T-31,Germany,T-01,Algeria,2,1,1,0,home team win
M-2014-55,WC-2014,2014 FIFA Men's World Cup,men,2014-07-01,round of 16,T-03,Argentina,T-75,Switzerland,1,0,1,0,home team win
M-2014-56,WC-2014,2014 FIFA Men's World Cup,men,2014-07-01,round of 16,T-06,Belgium,T-83,United States,2,1,1,0,home team win
M-2014-57,WC-2014,2014 FIFA Men's World Cup,men,2014-07-04,quarter-finals,T-30,France,T-31,Germany,0,1,0,0,away team win
M-2014-58,WC-2014,2014 FIFA Men's World Cup,men,2014-07-04,quarter-finals,T-09,Brazil,T-16,Colombia,2,1,0,0,home team win
M-2014-59,WC-2014,2014 FIFA Men's World Cup,men,2014-07-05,quarter-finals,T-03,Argentina,T-06,Belgium,1,0,0,0,home team win
M-2014-60,WC-2014,2014 FIFA Men's World Cup,men,2014-07-05,quarter-finals,T-48,Netherlands,T-17,Costa Rica,0,0,1,1,home team win
M-2014-61,WC-2014,2014 FIFA Men's World Cup,men,2014-07-08,semi-finals,T-09,Brazil,T-31,Germany,1,7,0,0,away team win
M-2014-62,WC-2014,2014 FIFA Men's World Cup,men,2014-07-09,semi-finals,T-48,Netherlands,T-03,Argentina,0,0,1,1,away team win
M-2014-63,WC-2014,2014 FIFA Men's World Cup,men,2014-07-12,third-place match,T-09,Brazil,T-48,Netherlands,0,3,0,0,away team win
M-2014-64,WC-2014,2014 FIFA Men's World Cup,men,2014-07-13,final,T-31,Germany,T-03,Argentina,1,0,1,0,home team win
M-2015-01,WC-2015,2015 FIFA Women's World Cup,women,2015-06-06,group stage,T-12,Canada,T-14,China,1,0,0,0,home team win
M-2015-02,WC-2015,2015 FIFA Women's World Cup,women,2015-06-06,group stage,T-49,New Zealand,T-48,Netherlands,0,1,0,0,away team win
M-2015-03,WC-2015,2015 FIFA Women's World Cup,women,2015-06-07,group stage,T-53,Norway,T-76,Thailand,4,0,0,0,home team win
M-2015-04,WC-2015,2015 FIFA Women's World Cup,women,2015-06-07,group stage,T-31,Germany,T-42,Ivory Coast,10,0,0,0,home team win
M-2015-05,WC-2015,2015 FIFA Women's World Cup,women,2015-06-08,group stage,T-74,Sweden,T-50,Nigeria,3,3,0,0,draw
M-2015-06,WC-2015,2015 FIFA Women's World Cup,women,2015-06-08,group stage,T-11,Cameroon,T-25,Ecuador,6,0,0,0,home team win
M-2015-07,WC-2015,2015 FIFA Women's World Cup,women,2015-06-08,group stage,T-83,United States,T-04,Australia,3,1,0,0,home team win
M-2015-08,WC-2015,2015 FIFA Women's World Cup,women,2015-06-08,group stage,T-44,Japan,T-75,Switzerland,1,0,0,0,home team win
M-2015-09,WC-2015,2015 FIFA Women's World Cup,women,2015-06-09,group stage,T-30,France,T-28,England,1,0,0,0,home team win
M-2015-10,WC-2015,2015 FIFA Women's World Cup,women,2015-06-09,group stage,T-73,Spain,T-17,Costa Rica,1,1,0,0,draw
M-2015-11,WC-2015,2015 FIFA Women's World Cup,women,2015-06-09,group stage,T-16,Colombia,T-46,Mexico,1,1,0,0,draw
M-2015-12,WC-2015,2015 FIFA Women's World Cup,women,2015-06-09,group stage,T-09,Brazil,T-71,South Korea,2,0,0,0,home team win
M-2015-13,WC-2015,2015 FIFA Women's World Cup,women,2015-06-11,group stage,T-14,China,T-48,Netherlands,1,0,0,0,home team win
M-2015-14,WC-2015,2015 FIFA Women's World Cup,women,2015-06-11,group stage,T-31,Germany,T-53,Norway,1,1,0,0,draw
M-2015-15,WC-2015,2015 FIFA Women's World Cup,women,2015-06-11,group stage,T-12,Canada,T-49,New Zealand,0,0,0,0,draw
M-2015-16,WC-2015,2015 FIFA Women's World Cup,women,2015-06-11,group stage,T-42,Ivory Coast,T-76,Thailand,2,3,0,0,away team win
M-2015-17,WC-2015,2015 FIFA Women's World Cup,women,2015-06-12,group stage,T-75,Switzerland,T-25,Ecuador,10,1,0,0,home team win
M-2015-18,WC-2015,2015 FIFA Women's World Cup,women,2015-06-12,group stage,T-04,Australia,T-50,Nigeria,2,0,0,0,home team win
M-2015-19,WC-2015,2015 FIFA Women's World Cup,women,2015-06-12,group stage,T-44,Japan,T-11,Cameroon,2,1,0,0,home team win
M-2015-20,WC-2015,2015 FIFA Women's World Cup,women,2015-06-12,group stage,T-83,United States,T-74,Sweden,0,0,0,0,draw
M-2015-21,WC-2015,2015 FIFA Women's World Cup,women,2015-06-13,group stage,T-30,France,T-16,Colombia,0,2,0,0,away team win
M-2015-22,WC-2015,2015 FIFA Women's World Cup,women,2015-06-13,group stage,T-09,Brazil,T-73,Spain,1,0,0,0,home team win
M-2015-23,WC-2015,2015 FIFA Women's World Cup,women,2015-06-13,group stage,T-28,England,T-46,Mexico,2,1,0,0,home team win
M-2015-24,WC-2015,2015 FIFA Women's World Cup,women,2015-06-13,group stage,T-71,South Korea,T-17,Costa Rica,2,2,0,0,draw
M-2015-25,WC-2015,2015 FIFA Women's World Cup,women,2015-06-15,group stage,T-76,Thailand,T-31,Germany,0,4,0,0,away team win
M-2015-26,WC-2015,2015 FIFA Women's World Cup,women,2015-06-15,group stage,T-42,Ivory Coast,T-53,Norway,1,3,0,0,away team win
M-2015-27,WC-2015,2015 FIFA Women's World Cup,women,2015-06-15,group stage,T-14,China,T-49,New Zealand,2,2,0,0,draw
M-2015-28,WC-2015,2015 FIFA Women's World Cup,women,2015-06-15,group stage,T-48,Netherlands,T-12,Canada,1,1,0,0,draw
M-2015-29,WC-2015,2015 FIFA Women's World Cup,women,2015-06-16,group stage,T-75,Switzerland,T-11,Cameroon,1,2,0,0,away team win
M-2015-30,WC-2015,2015 FIFA Women's World Cup,women,2015-06-16,group stage,T-25,Ecuador,T-44,Japan,0,1,0,0,away team win
M-2015-31,WC-2015,2015 FIFA Women's World Cup,women,2015-06-16,group stage,T-50,Nigeria,T-83,United States,0,1,0,0,away team win
M-2015-32,WC-2015,2015 FIFA Women's World Cup,women,2015-06-16,group stage,T-04,Australia,T-74,Sweden,1,1,0,0,draw
M-2015-33,WC-2015,2015 FIFA Women's World Cup,women,2015-06-17,group stage,T-28,England,T-16,Colombia,2,1,0,0,home team win
M-2015-34,WC-2015,2015 FIFA Women's World Cup,women,2015-06-17,group stage,T-46,Mexico,T-30,France,0,5,0,0,away team win
M-2015-35,WC-2015,2015 FIFA Women's World Cup,women,2015-06-17,group stage,T-71,South Korea,T-73,Spain,2,1,0,0,home team win
M-2015-36,WC-2015,2015 FIFA Women's World Cup,women,2015-06-17,group stage,T-17,Costa Rica,T-09,Brazil,0,1,0,0,away team win
M-2015-37,WC-2015,2015 FIFA Women's World Cup,women,2015-06-20,round of 16,T-31,Germany,T-74,Sweden,4,1,0,0,home team win
M-2015-38,WC-2015,2015 FIFA Women's World Cup,women,2015-06-20,round of 16,T-14,China,T-11,Cameroon,1,0,0,0,home team win
M-2015-39,WC-2015,2015 FIFA Women's World Cup,women,2015-06-21,round of 16,T-09,Brazil,T-04,Australia,0,1,0,0,away team win
M-2015-40,WC-2015,2015 FIFA Women's World Cup,women,2015-06-21,round of 16,T-30,France,T-71,South Korea,3,0,0,0,home team win
M-2015-41,WC-2015,2015 FIFA Women's World Cup,women,2015-06-21,round of 16,T-12,Canada,T-75,Switzerland,1,0,0,0,home team win
M-2015-42,WC-2015,2015 FIFA Women's World Cup,women,2015-06-22,round of 16,T-53,Norway,T-28,England,1,2,0,0,away team win
M-2015-43,WC-2015,2015 FIFA Women's World Cup,women,2015-06-22,round of 16,T-83,United States,T-16,Colombia,2,0,0,0,home team win
M-2015-44,WC-2015,2015 FIFA Women's World Cup,women,2015-06-23,round of 16,T-44,Japan,T-48,Netherlands,2,1,0,0,home team win
M-2015-45,WC-2015,2015 FIFA Women's World Cup,women,2015-06-26,quarter-final,T-31,Germany,T-30,France,1,1,1,1,home team win
M-2015-46,WC-2015,2015 FIFA Women's World Cup,women,2015-06-26,quarter-final,T-14,China,T-83,United States,0,1,0,0,away team win
M-2015-47,WC-2015,2015 FIFA Women's World Cup,women,2015-06-27,quarter-final,T-04,Australia,T-44,Japan,0,1,0,0,away team win
M-2015-48,WC-2015,2015 FIFA Women's World Cup,women,2015-06-27,quarter-final,T-28,England,T-12,Canada,2,1,0,0,home team win
M-2015-49,WC-2015,2015 FIFA Women's World Cup,women,2015-06-30,semi-final,T-83,United States,T-31,Germany,2,0,0,0,home team win
M-2015-50,WC-2015,2015 FIFA Women's World Cup,women,2015-07-01,semi-final,T-44,Japan,T-28,England,2,1,0,0,home team win
M-2015-51,WC-2015,2015 FIFA Women's World Cup,women,2015-07-04,third-place match,T-31,Germany,T-28,England,0,1,1,0,away team win
M-2015-52,WC-2015,2015 FIFA Women's World Cup,women,2015-07-05,final,T-83,United States,T-44,Japan,5,2,0,0,home team win
M-2018-01,WC-2018,2018 FIFA Men's World Cup,men,2018-06-14,group stage,T-62,Russia,T-63,Saudi Arabia,5,0,0,0,home team win
M-2018-02,WC-2018,2018 FIFA Men's World Cup,men,2018-06-15,group stage,T-26,Egypt,T-84,Uruguay,0,1,0,0,away team win
M-2018-03,WC-2018,2018 FIFA Men's World Cup,men,2018-06-15,group stage,T-47,Morocco,T-38,Iran,0,1,0,0,away team win
M-2018-04,WC-2018,2018 FIFA Men's World Cup,men,2018-06-15,group stage,T-58,Portugal,T-73,Spain,3,3,0,0,draw
M-2018-05,WC-2018,2018 FIFA Men's World Cup,men,2018-06-16,group stage,T-30,France,T-04,Australia,2,1,0,0,home team win
M-2018-06,WC-2018,2018 FIFA Men's World Cup,men,2018-06-16,group stage,T-03,Argentina,T-37,Iceland,1,1,0,0,draw
M-2018-07,WC-2018,2018 FIFA Men's World Cup,men,2018-06-16,group stage,T-56,Peru,T-22,Denmark,0,1,0,0,away team win
M-2018-08,WC-2018,2018 FIFA Men's World Cup,men,2018-06-16,group stage,T-18,Croatia,T-50,Nigeria,2,0,0,0,home team win
M-2018-09,WC-2018,2018 FIFA Men's World Cup,men,2018-06-17,group stage,T-17,Costa Rica,T-66,Serbia,0,1,0,0,away team win
M-2018-10,WC-2018,2018 FIFA Men's World Cup,men,2018-06-17,group stage,T-31,Germany,T-46,Mexico,0,1,0,0,away team win
M-2018-11,WC-2018,2018 FIFA Men's World Cup,men,2018-06-17,group stage,T-09,Brazil,T-75,Switzerland,1,1,0,0,draw
M-2018-12,WC-2018,2018 FIFA Men's World Cup,men,2018-06-18,group stage,T-74,Sweden,T-71,South Korea,1,0,0,0,home team win
M-2018-13,WC-2018,2018 FIFA Men's World Cup,men,2018-06-18,group stage,T-06,Belgium,T-54,Panama,3,0,0,0,home team win
M-2018-14,WC-2018,2018 FIFA Men's World Cup,men,2018-06-18,group stage,T-79,Tunisia,T-28,England,1,2,0,0,away team win
M-2018-15,WC-2018,2018 FIFA Men's World Cup,men,2018-06-19,group stage,T-16,Colombia,T-44,Japan,1,2,0,0,away team win
M-2018-16,WC-2018,2018 FIFA Men's World Cup,men,2018-06-19,group stage,T-57,Poland,T-65,Senegal,1,2,0,0,away team win
M-2018-17,WC-2018,2018 FIFA Men's World Cup,men,2018-06-19,group stage,T-62,Russia,T-26,Egypt,3,1,0,0,home team win
M-2018-18,WC-2018,2018 FIFA Men's World Cup,men,2018-06-20,group stage,T-58,Portugal,T-47,Morocco,1,0,0,0,home team win
M-2018-19,WC-2018,2018 FIFA Men's World Cup,men,2018-06-20,group stage,T-84,Uruguay,T-63,Saudi Arabia,1,0,0,0,home team win
M-2018-20,WC-2018,2018 FIFA Men's World Cup,men,2018-06-20,group stage,T-38,Iran,T-73,Spain,0,1,0,0,away team win
M-2018-21,WC-2018,2018 FIFA Men's World Cup,men,2018-06-21,group stage,T-22,Denmark,T-04,Australia,1,1,0,0,draw
M-2018-22,WC-2018,2018 FIFA Men's World Cup,men,2018-06-21,group stage,T-30,France,T-56,Peru,1,0,0,0,home team win
M-2018-23,WC-2018,2018 FIFA Men's World Cup,men,2018-06-21,group stage,T-03,Argentina,T-18,Croatia,0,3,0,0,away team win
M-2018-24,WC-2018,2018 FIFA Men's World Cup,men,2018-06-22,group stage,T-09,Brazil,T-17,Costa Rica,2,0,0,0,home team win
M-2018-25,WC-2018,2018 FIFA Men's World Cup,men,2018-06-22,group stage,T-50,Nigeria,T-37,Iceland,2,0,0,0,home team win
M-2018-26,WC-2018,2018 FIFA Men's World Cup,men,2018-06-22,group stage,T-66,Serbia,T-75,Switzerland,1,2,0,0,away team win
M-2018-27,WC-2018,2018 FIFA Men's World Cup,men,2018-06-23,group stage,T-06,Belgium,T-79,Tunisia,5,2,0,0,home team win
M-2018-28,WC-2018,2018 FIFA Men's World Cup,men,2018-06-23,group stage,T-71,South Korea,T-46,Mexico,1,2,0,0,away team win
M-2018-29,WC-2018,2018 FIFA Men's World Cup,men,2018-06-23,group stage,T-31,Germany,T-74,Sweden,2,1,0,0,home team win
M-2018-30,WC-2018,2018 FIFA Men's World Cup,men,2018-06-24,group stage,T-28,England,T-54,Panama,6,1,0,0,home team win
M-2018-31,WC-2018,2018 FIFA Men's World Cup,men,2018-06-24,group stage,T-44,Japan,T-65,Senegal,2,2,0,0,draw
M-2018-32,WC-2018,2018 FIFA Men's World Cup,men,2018-06-24,group stage,T-57,Poland,T-16,Colombia,0,3,0,0,away team win
M-2018-33,WC-2018,2018 FIFA Men's World Cup,men,2018-06-25,group stage,T-63,Saudi Arabia,T-26,Egypt,2,1,0,0,home team win
M-2018-34,WC-2018,2018 FIFA Men's World Cup,men,2018-06-25,group stage,T-84,Uruguay,T-62,Russia,3,0,0,0,home team win
M-2018-35,WC-2018,2018 FIFA Men's World Cup,men,2018-06-25,group stage,T-73,Spain,T-47,Morocco,2,2,0,0,draw
M-2018-36,WC-2018,2018 FIFA Men's World Cup,men,2018-06-25,group stage,T-38,Iran,T-58,Portugal,1,1,0,0,draw
M-2018-37,WC-2018,2018 FIFA Men's World Cup,men,2018-06-26,group stage,T-04,Australia,T-56,Peru,0,2,0,0,away team win
M-2018-38,WC-2018,2018 FIFA Men's World Cup,men,2018-06-26,group stage,T-22,Denmark,T-30,France,0,0,0,0,draw
M-2018-39,WC-2018,2018 FIFA Men's World Cup,men,2018-06-26,group stage,T-37,Iceland,T-18,Croatia,1,2,0,0,away team win
M-2018-40,WC-2018,2018 FIFA Men's World Cup,men,2018-06-26,group stage,T-50,Nigeria,T-03,Argentina,1,2,0,0,away team win
M-2018-41,WC-2018,2018 FIFA Men's World Cup,men,2018-06-27,group stage,T-71,South Korea,T-31,Germany,2,0,0,0,home team win
M-2018-42,WC-2018,2018 FIFA Men's World Cup,men,2018-06-27,group stage,T-46,Mexico,T-74,Sweden,0,3,0,0,away team win
M-2018-43,WC-2018,2018 FIFA Men's World Cup,men,2018-06-27,group stage,T-66,Serbia,T-09,Brazil,0,2,0,0,away team win
M-2018-44,WC-2018,2018 FIFA Men's World Cup,men,2018-06-27,group stage,T-75,Switzerland,T-17,Costa Rica,2,2,0,0,draw
M-2018-45,WC-2018,2018 FIFA Men's World Cup,men,2018-06-28,group stage,T-44,Japan,T-57,Poland,0,1,0,0,away team win
M-2018-46,WC-2018,2018 FIFA Men's World Cup,men,2018-06-28,group stage,T-65,Senegal,T-16,Colombia,0,1,0,0,away team win
M-2018-47,WC-2018,2018 FIFA Men's World Cup,men,2018-06-28,group stage,T-28,England,T-06,Belgium,0,1,0,0,away team win
M-2018-48,WC-2018,2018 FIFA Men's World Cup,men,2018-06-28,group stage,T-54,Panama,T-79,Tunisia,1,2,0,0,away team win
M-2018-49,WC-2018,2018 FIFA Men's World Cup,men,2018-06-30,round of 16,T-30,France,T-03,Argentina,4,3,0,0,home team win
M-2018-50,WC-2018,2018 FIFA Men's World Cup,men,2018-06-30,round of 16,T-84,Uruguay,T-58,Portugal,2,1,0,0,home team win
M-2018-51,WC-2018,2018 FIFA Men's World Cup,men,2018-07-01,round of 16,T-73,Spain,T-62,Russia,1,1,1,1,away team win
M-2018-52,WC-2018,2018 FIFA Men's World Cup,men,2018-07-01,round of 16,T-18,Croatia,T-22,Denmark,1,1,1,1,home team win
M-2018-53,WC-2018,2018 FIFA Men's World Cup,men,2018-07-02,round of 16,T-09,Brazil,T-46,Mexico,2,0,0,0,home team win
M-2018-54,WC-2018,2018 FIFA Men's World Cup,men,2018-07-02,round of 16,T-06,Belgium,T-44,Japan,3,2,0,0,home team win
M-2018-55,WC-2018,2018 FIFA Men's World Cup,men,2018-07-03,round of 16,T-74,Sweden,T-75,Switzerland,1,0,0,0,home team win
M-2018-56,WC-2018,2018 FIFA Men's World Cup,men,2018-07-03,round of 16,T-16,Colombia,T-28,England,1,1,1,1,away team win
M-2018-57,WC-2018,2018 FIFA Men's World Cup,men,2018-07-06,quarter-finals,T-84,Uruguay,T-30,France,0,2,0,0,away team win
M-2018-58,WC-2018,2018 FIFA Men's World Cup,men,2018-07-06,quarter-finals,T-09,Brazil,T-06,Belgium,1,2,0,0,away team win
M-2018-59,WC-2018,2018 FIFA Men's World Cup,men,2018-07-07,quarter-finals,T-74,Sweden,T-28,England,0,2,0,0,away team win
M-2018-60,WC-2018,2018 FIFA Men's World Cup,men,2018-07-07,quarter-finals,T-62,Russia,T-18,Croatia,2,2,1,1,away team win
M-2018-61,WC-2018,2018 FIFA Men's World Cup,men,2018-07-10,semi-finals,T-30,France,T-06,Belgium,1,0,0,0,home team win
M-2018-62,WC-2018,2018 FIFA Men's World Cup,men,2018-07-11,semi-finals,T-18,Croatia,T-28,England,2,1,1,0,home team win
M-2018-63,WC-2018,2018 FIFA Men's World Cup,men,2018-07-14,third-place match,T-06,Belgium,T-28,England,2,0,0,0,home team win
M-2018-64,WC-2018,2018 FIFA Men's World Cup,men,2018-07-15,final,T-30,France,T-18,Croatia,4,2,0,0,home team win
M-2019-01,WC-2019,2019 FIFA Women's World Cup,women,2019-06-07,group stage,T-30,France,T-71,South Korea,4,0,0,0,home team win
M-2019-02,WC-2019,2019 FIFA Women's World Cup,women,2019-06-08,group stage,T-31,Germany,T-14,China,1,0,0,0,home team win
M-2019-03,WC-2019,2019 FIFA Women's World Cup,women,2019-06-08,group stage,T-73,Spain,T-70,South Africa,3,1,0,0,home team win
M-2019-04,WC-2019,2019 FIFA Women's World Cup,women,2019-06-08,group stage,T-53,Norway,T-50,Nigeria,3,0,0,0,home team win
M-2019-05,WC-2019,2019 FIFA Women's World Cup,women,2019-06-09,group stage,T-04,Australia,T-41,Italy,1,2,0,0,away team win
M-2019-06,WC-2019,2019 FIFA Women's World Cup,women,2019-06-09,group stage,T-09,Brazil,T-43,Jamaica,3,0,0,0,home team win
M-2019-07,WC-2019,2019 FIFA Women's World Cup,women,2019-06-09,group stage,T-28,England,T-64,Scotland,2,1,0,0,home team win
